🍄 Mycelia v7.3 loaded

======================================================================
🍄 MYCELIA FINAL TRAINING v8.0
   Stanford (30%) + FineWeb (70%) | No compression
======================================================================

📚 Loading tokenizer...
   Vocab: 151,643

🏗️ Building model...
   181,051,920 params on cuda:0

🔥 Scheduler: peak=3.00e-04 | min=1.00e-05 | warmup=100 | total=610,351

======================================================================
🏆 BEST CHECKPOINT
======================================================================
   ✅ Model loaded
   🔥 Warm-started input_pos

   📊 Resumed: step=1,219,000 | epoch=30 | loss=4.3306
   🏆 Best loss: 4.3306
   📈 Extended training plan: 2,327,649 total steps
   🚀 LR BURST: Injecting peak LR=3.00e-04 for 500 steps
   🔥 Scheduler reset: step=1219000 | LR=3.00e-04 | 📉 Annealing
   🚀 LR BURST ACTIVE: steps 1,219,000 → 1,219,500
   ✅ Optimizer restored

📖 Loading datasets...
   📥 Loading FineWeb chunks...
   📚 Loading 500 chunks...
      100 chunks (100,000,000 tokens, 0.40 GB)
      200 chunks (200,000,000 tokens, 0.80 GB)
      300 chunks (300,000,000 tokens, 1.20 GB)
      400 chunks (400,000,000 tokens, 1.60 GB)
      500 chunks (500,000,000 tokens, 2.00 GB)
   ✅ 500 arrays | 500,000,000 tokens | 2.00 GB
   ✅ Data ready

⏱️  Tracker: 8,192 tok/step | 10.0B total

======================================================================
🚀 EPOCH 31 — STEP 1,219,000
======================================================================

Training: 1219000it [00:00, ?it/s]   FCA: α_attn_eff=1.5375 α_ffn_eff=2.5371 φ_l=0.0368 scale=0.9878

⏱️  Step 1,219,000 | 620371899 tok/s | 9.99/10.0 GB | 100.0% | ETA N/A | Elapsed 0:00:16

📊 Step 1,219,000 | Loss: 5.0158 | LR: 3.00e-04 | 📉 Annealing 🚀 BURST
   Coherence: 0.9486 📈
   Friction: 🟢 HARMONIZED | early=0.85 late=1.78 Δ=-0.93
Training: 1219001it [00:16, 16.29s/it]   FCA: α_attn_eff=1.5375 α_ffn_eff=2.5371 φ_l=0.0368 scale=0.9878
Training: 1259369it [1:49:11,  6.81it/s]   FCA: α_attn_eff=1.6413 α_ffn_eff=2.7396 φ_l=0.0368 scale=0.9887
Training: 1259370it [1:49:11,  7.03it/s]   FCA: α_attn_eff=1.6537 α_ffn_eff=2.7604 φ_l=0.0368 scale=0.9962
Training: 1259371it [1:49:11,  7.13it/s]   FCA: α_attn_eff=1.6459 α_ffn_eff=2.7474 φ_l=0.0368 scale=0.9915
Training: 1259372it [1:49:11,  7.26it/s]   FCA: α_attn_eff=1.6459 α_ffn_eff=2.7474 φ_l=0.0368 scale=0.9915
Training: 1259373it [1:49:11,  7.37it/s]   FCA: α_attn_eff=1.6428 α_ffn_eff=2.7422 φ_l=0.0368 scale=0.9897
Training: 1259374it [1:49:11,  7.46it/s]   FCA: α_attn_eff=1.6459 α_ffn_eff=2.7474 φ_l=0.0368 scale=0.9915
Training: 1259375it [1:49:11,  7.52it/s]   FCA: α_attn_eff=1.6491 α_ffn_eff=2.7526 φ_l=0.0368 scale=0.9934
Training: 1259376it [1:49:12,  6.48it/s]   FCA: α_attn_eff=1.6506 α_ffn_eff=2.7552 φ_l=0.0368 scale=0.9944
Training: 1259377it [1:49:12,  6.93it/s]   FCA: α_attn_eff=1.6460 α_ffn_eff=2.7474 φ_l=0.0368 scale=0.9915
Training: 1259378it [1:49:12,  7.09it/s]   FCA: α_attn_eff=1.6475 α_ffn_eff=2.7500 φ_l=0.0368 scale=0.9925
Training: 1259379it [1:49:12,  7.26it/s]   FCA: α_attn_eff=1.6475 α_ffn_eff=2.7500 φ_l=0.0368 scale=0.9925
Training: 1259380it [1:49:12,  7.36it/s]   FCA: α_attn_eff=1.6491 α_ffn_eff=2.7526 φ_l=0.0368 scale=0.9934
Training: 1259381it [1:49:12,  7.41it/s]   FCA: α_attn_eff=1.6444 α_ffn_eff=2.7448 φ_l=0.0368 scale=0.9906
Training: 1259382it [1:49:12,  7.45it/s]   FCA: α_attn_eff=1.6444 α_ffn_eff=2.7448 φ_l=0.0368 scale=0.9906
Training: 1259383it [1:49:12,  7.49it/s]   FCA: α_attn_eff=1.6506 α_ffn_eff=2.7552 φ_l=0.0368 scale=0.9944
Training: 1259384it [1:49:13,  6.43it/s]   FCA: α_attn_eff=1.6241 α_ffn_eff=2.7109 φ_l=0.0368 scale=0.9784
Training: 1259385it [1:49:13,  6.86it/s]   FCA: α_attn_eff=1.6413 α_ffn_eff=2.7396 φ_l=0.0368 scale=0.9887
Training: 1259386it [1:49:13,  7.01it/s]   FCA: α_attn_eff=1.6475 α_ffn_eff=2.7500 φ_l=0.0368 scale=0.9925
Training: 1259387it [1:49:13,  7.17it/s]   FCA: α_attn_eff=1.6569 α_ffn_eff=2.7656 φ_l=0.0368 scale=0.9981
Training: 1259388it [1:49:13,  7.28it/s]   FCA: α_attn_eff=1.6553 α_ffn_eff=2.7630 φ_l=0.0368 scale=0.9972
Training: 1259389it [1:49:13,  7.35it/s]   FCA: α_attn_eff=1.6585 α_ffn_eff=2.7682 φ_l=0.0368 scale=0.9991
Training: 1259390it [1:49:13,  7.44it/s]   FCA: α_attn_eff=1.6397 α_ffn_eff=2.7370 φ_l=0.0368 scale=0.9878
Training: 1259391it [1:49:14,  7.50it/s]   FCA: α_attn_eff=1.6382 α_ffn_eff=2.7344 φ_l=0.0368 scale=0.9868
Training: 1259392it [1:49:14,  6.42it/s]   FCA: α_attn_eff=1.6523 α_ffn_eff=2.7578 φ_l=0.0368 scale=0.9953
Training: 1259393it [1:49:14,  6.86it/s]   FCA: α_attn_eff=1.6335 α_ffn_eff=2.7265 φ_l=0.0368 scale=0.9840
Training: 1259394it [1:49:14,  7.06it/s]   FCA: α_attn_eff=1.6429 α_ffn_eff=2.7422 φ_l=0.0368 scale=0.9897
Training: 1259395it [1:49:14,  7.23it/s]   FCA: α_attn_eff=1.6241 α_ffn_eff=2.7109 φ_l=0.0368 scale=0.9784
Training: 1259396it [1:49:14,  7.36it/s]   FCA: α_attn_eff=1.6476 α_ffn_eff=2.7500 φ_l=0.0368 scale=0.9925
Training: 1259397it [1:49:14,  7.43it/s]   FCA: α_attn_eff=1.6398 α_ffn_eff=2.7370 φ_l=0.0368 scale=0.9878
Training: 1259398it [1:49:15,  7.51it/s]   FCA: α_attn_eff=1.6444 α_ffn_eff=2.7448 φ_l=0.0368 scale=0.9906
Training: 1259399it [1:49:15,  7.56it/s]   FCA: α_attn_eff=1.6460 α_ffn_eff=2.7474 φ_l=0.0368 scale=0.9915
Training: 1259400it [1:49:15,  6.47it/s]   FCA: α_attn_eff=1.6382 α_ffn_eff=2.7344 φ_l=0.0368 scale=0.9868
Training: 1259401it [1:49:15,  6.92it/s]   FCA: α_attn_eff=1.6382 α_ffn_eff=2.7344 φ_l=0.0368 scale=0.9868
Training: 1259402it [1:49:15,  7.11it/s]   FCA: α_attn_eff=1.6429 α_ffn_eff=2.7422 φ_l=0.0368 scale=0.9897
Training: 1259403it [1:49:15,  7.28it/s]   FCA: α_attn_eff=1.6476 α_ffn_eff=2.7500 φ_l=0.0368 scale=0.9925
Training: 1259404it [1:49:15,  7.38it/s]   FCA: α_attn_eff=1.6476 α_ffn_eff=2.7500 φ_l=0.0368 scale=0.9925
Training: 1259405it [1:49:16,  7.40it/s]   FCA: α_attn_eff=1.6491 α_ffn_eff=2.7526 φ_l=0.0368 scale=0.9934
Training: 1259406it [1:49:16,  7.41it/s]   FCA: α_attn_eff=1.6226 α_ffn_eff=2.7083 φ_l=0.0368 scale=0.9774
Training: 1259407it [1:49:16,  7.48it/s]   FCA: α_attn_eff=1.6507 α_ffn_eff=2.7552 φ_l=0.0368 scale=0.9944
Training: 1259408it [1:49:16,  6.41it/s]   FCA: α_attn_eff=1.6367 α_ffn_eff=2.7317 φ_l=0.0368 scale=0.9859
Training: 1259409it [1:49:16,  6.85it/s]   FCA: α_attn_eff=1.6413 α_ffn_eff=2.7396 φ_l=0.0368 scale=0.9887
Training: 1259410it [1:49:16,  7.05it/s]   FCA: α_attn_eff=1.6429 α_ffn_eff=2.7422 φ_l=0.0368 scale=0.9897
Training: 1259411it [1:49:16,  7.21it/s]   FCA: α_attn_eff=1.6335 α_ffn_eff=2.7265 φ_l=0.0368 scale=0.9840
Training: 1259412it [1:49:17,  7.34it/s]   FCA: α_attn_eff=1.6335 α_ffn_eff=2.7265 φ_l=0.0368 scale=0.9840
Training: 1259413it [1:49:17,  7.39it/s]   FCA: α_attn_eff=1.6492 α_ffn_eff=2.7526 φ_l=0.0368 scale=0.9934
Training: 1259414it [1:49:17,  7.42it/s]   FCA: α_attn_eff=1.6429 α_ffn_eff=2.7422 φ_l=0.0368 scale=0.9897
Training: 1259415it [1:49:17,  7.47it/s]   FCA: α_attn_eff=1.6476 α_ffn_eff=2.7500 φ_l=0.0368 scale=0.9925
Training: 1259416it [1:49:17,  6.43it/s]   FCA: α_attn_eff=1.6445 α_ffn_eff=2.7448 φ_l=0.0368 scale=0.9906
Training: 1259417it [1:49:17,  6.89it/s]   FCA: α_attn_eff=1.6507 α_ffn_eff=2.7552 φ_l=0.0368 scale=0.9944
Training: 1259418it [1:49:17,  7.08it/s]   FCA: α_attn_eff=1.6507 α_ffn_eff=2.7552 φ_l=0.0368 scale=0.9944
Training: 1259419it [1:49:18,  7.24it/s]   FCA: α_attn_eff=1.6476 α_ffn_eff=2.7500 φ_l=0.0368 scale=0.9925
Training: 1259420it [1:49:18,  7.34it/s]   FCA: α_attn_eff=1.6398 α_ffn_eff=2.7369 φ_l=0.0368 scale=0.9878
Training: 1259421it [1:49:18,  7.38it/s]   FCA: α_attn_eff=1.6429 α_ffn_eff=2.7422 φ_l=0.0368 scale=0.9897
Training: 1259422it [1:49:18,  7.45it/s]   FCA: α_attn_eff=1.6476 α_ffn_eff=2.7500 φ_l=0.0368 scale=0.9925
Training: 1259423it [1:49:18,  7.49it/s]   FCA: α_attn_eff=1.6460 α_ffn_eff=2.7474 φ_l=0.0368 scale=0.9915
Training: 1259424it [1:49:18,  6.44it/s]   FCA: α_attn_eff=1.6554 α_ffn_eff=2.7630 φ_l=0.0368 scale=0.9972
Training: 1259425it [1:49:18,  6.89it/s]   FCA: α_attn_eff=1.6461 α_ffn_eff=2.7474 φ_l=0.0368 scale=0.9915
Training: 1259426it [1:49:18,  7.08it/s]   FCA: α_attn_eff=1.6351 α_ffn_eff=2.7291 φ_l=0.0368 scale=0.9849
Training: 1259427it [1:49:19,  7.23it/s]   FCA: α_attn_eff=1.6414 α_ffn_eff=2.7395 φ_l=0.0368 scale=0.9887
Training: 1259428it [1:49:19,  7.30it/s]   FCA: α_attn_eff=1.6492 α_ffn_eff=2.7526 φ_l=0.0368 scale=0.9934
Training: 1259429it [1:49:19,  7.36it/s]   FCA: α_attn_eff=1.6273 α_ffn_eff=2.7161 φ_l=0.0368 scale=0.9802
Training: 1259430it [1:49:19,  7.44it/s]   FCA: α_attn_eff=1.6445 α_ffn_eff=2.7447 φ_l=0.0368 scale=0.9906
Training: 1259431it [1:49:19,  7.50it/s]   FCA: α_attn_eff=1.6414 α_ffn_eff=2.7395 φ_l=0.0368 scale=0.9887
Training: 1259432it [1:49:19,  6.46it/s]   FCA: α_attn_eff=1.6445 α_ffn_eff=2.7447 φ_l=0.0368 scale=0.9906
Training: 1259433it [1:49:19,  6.89it/s]   FCA: α_attn_eff=1.6336 α_ffn_eff=2.7265 φ_l=0.0368 scale=0.9840
Training: 1259434it [1:49:20,  7.09it/s]   FCA: α_attn_eff=1.6492 α_ffn_eff=2.7525 φ_l=0.0368 scale=0.9934
Training: 1259435it [1:49:20,  7.20it/s]   FCA: α_attn_eff=1.6367 α_ffn_eff=2.7317 φ_l=0.0368 scale=0.9859
Training: 1259436it [1:49:20,  7.30it/s]   FCA: α_attn_eff=1.6414 α_ffn_eff=2.7395 φ_l=0.0368 scale=0.9887
Training: 1259437it [1:49:20,  7.39it/s]   FCA: α_attn_eff=1.6523 α_ffn_eff=2.7578 φ_l=0.0368 scale=0.9953
Training: 1259438it [1:49:20,  7.45it/s]   FCA: α_attn_eff=1.6523 α_ffn_eff=2.7578 φ_l=0.0368 scale=0.9953
Training: 1259439it [1:49:20,  7.49it/s]   FCA: α_attn_eff=1.6383 α_ffn_eff=2.7343 φ_l=0.0368 scale=0.9868
Training: 1259440it [1:49:20,  6.45it/s]   FCA: α_attn_eff=1.6461 α_ffn_eff=2.7473 φ_l=0.0368 scale=0.9915
Training: 1259441it [1:49:21,  6.91it/s]   FCA: α_attn_eff=1.6367 α_ffn_eff=2.7317 φ_l=0.0368 scale=0.9859
Training: 1259442it [1:49:21,  7.07it/s]   FCA: α_attn_eff=1.6211 α_ffn_eff=2.7056 φ_l=0.0368 scale=0.9765
Training: 1259443it [1:49:21,  7.22it/s]   FCA: α_attn_eff=1.6414 α_ffn_eff=2.7395 φ_l=0.0368 scale=0.9887
Training: 1259444it [1:49:21,  7.32it/s]   FCA: α_attn_eff=1.6477 α_ffn_eff=2.7499 φ_l=0.0368 scale=0.9925
Training: 1259445it [1:49:21,  7.39it/s]   FCA: α_attn_eff=1.6399 α_ffn_eff=2.7369 φ_l=0.0368 scale=0.9878
Training: 1259446it [1:49:21,  7.43it/s]   FCA: α_attn_eff=1.6508 α_ffn_eff=2.7551 φ_l=0.0368 scale=0.9944
Training: 1259447it [1:49:21,  7.47it/s]   FCA: α_attn_eff=1.6477 α_ffn_eff=2.7499 φ_l=0.0368 scale=0.9925
Training: 1259448it [1:49:22,  6.45it/s]   FCA: α_attn_eff=1.6477 α_ffn_eff=2.7499 φ_l=0.0368 scale=0.9925
Training: 1259449it [1:49:22,  6.90it/s]   FCA: α_attn_eff=1.6399 α_ffn_eff=2.7369 φ_l=0.0368 scale=0.9878
Training: 1259450it [1:49:22,  7.12it/s]   FCA: α_attn_eff=1.6446 α_ffn_eff=2.7447 φ_l=0.0368 scale=0.9906
Training: 1259451it [1:49:22,  7.28it/s]   FCA: α_attn_eff=1.6477 α_ffn_eff=2.7499 φ_l=0.0368 scale=0.9925
Training: 1259452it [1:49:22,  7.39it/s]   FCA: α_attn_eff=1.6399 α_ffn_eff=2.7369 φ_l=0.0368 scale=0.9878
Training: 1259453it [1:49:22,  7.49it/s]   FCA: α_attn_eff=1.6524 α_ffn_eff=2.7577 φ_l=0.0368 scale=0.9953
Training: 1259454it [1:49:22,  7.53it/s]   FCA: α_attn_eff=1.6383 α_ffn_eff=2.7343 φ_l=0.0368 scale=0.9868
Training: 1259455it [1:49:23,  7.57it/s]   FCA: α_attn_eff=1.6477 α_ffn_eff=2.7499 φ_l=0.0368 scale=0.9925
Training: 1259456it [1:49:23,  6.49it/s]   FCA: α_attn_eff=1.6430 α_ffn_eff=2.7420 φ_l=0.0368 scale=0.9897
Training: 1259457it [1:49:23,  6.92it/s]   FCA: α_attn_eff=1.6461 α_ffn_eff=2.7472 φ_l=0.0368 scale=0.9915
Training: 1259458it [1:49:23,  7.12it/s]   FCA: α_attn_eff=1.6493 α_ffn_eff=2.7525 φ_l=0.0368 scale=0.9934
Training: 1259459it [1:49:23,  7.23it/s]   FCA: α_attn_eff=1.6337 α_ffn_eff=2.7264 φ_l=0.0368 scale=0.9840
Training: 1259460it [1:49:23,  7.33it/s]   FCA: α_attn_eff=1.6493 α_ffn_eff=2.7525 φ_l=0.0368 scale=0.9934
Training: 1259461it [1:49:23,  7.43it/s]   FCA: α_attn_eff=1.6508 α_ffn_eff=2.7551 φ_l=0.0368 scale=0.9944
Training: 1259462it [1:49:23,  7.48it/s]   FCA: α_attn_eff=1.6321 α_ffn_eff=2.7238 φ_l=0.0368 scale=0.9831
Training: 1259463it [1:49:24,  7.54it/s]   FCA: α_attn_eff=1.6477 α_ffn_eff=2.7498 φ_l=0.0368 scale=0.9925
Training: 1259464it [1:49:24,  6.44it/s]   FCA: α_attn_eff=1.6462 α_ffn_eff=2.7472 φ_l=0.0368 scale=0.9915
Training: 1259465it [1:49:24,  6.87it/s]   FCA: α_attn_eff=1.6243 α_ffn_eff=2.7107 φ_l=0.0368 scale=0.9784
Training: 1259466it [1:49:24,  7.05it/s]   FCA: α_attn_eff=1.6509 α_ffn_eff=2.7550 φ_l=0.0368 scale=0.9944
Training: 1259467it [1:49:24,  7.16it/s]   FCA: α_attn_eff=1.6415 α_ffn_eff=2.7394 φ_l=0.0368 scale=0.9887
Training: 1259468it [1:49:24,  7.26it/s]   FCA: α_attn_eff=1.6493 α_ffn_eff=2.7524 φ_l=0.0368 scale=0.9934
Training: 1259469it [1:49:24,  7.34it/s]   FCA: α_attn_eff=1.6446 α_ffn_eff=2.7446 φ_l=0.0368 scale=0.9906
Training: 1259470it [1:49:25,  7.39it/s]   FCA: α_attn_eff=1.6540 α_ffn_eff=2.7602 φ_l=0.0368 scale=0.9962
Training: 1259471it [1:49:25,  7.42it/s]   FCA: α_attn_eff=1.6555 α_ffn_eff=2.7628 φ_l=0.0368 scale=0.9972
Training: 1259472it [1:49:25,  6.40it/s]   FCA: α_attn_eff=1.6446 α_ffn_eff=2.7446 φ_l=0.0368 scale=0.9906
Training: 1259473it [1:49:25,  6.85it/s]   FCA: α_attn_eff=1.6431 α_ffn_eff=2.7420 φ_l=0.0368 scale=0.9897
Training: 1259474it [1:49:25,  7.03it/s]   FCA: α_attn_eff=1.6509 α_ffn_eff=2.7550 φ_l=0.0368 scale=0.9944
Training: 1259475it [1:49:25,  7.20it/s]   FCA: α_attn_eff=1.6306 α_ffn_eff=2.7211 φ_l=0.0368 scale=0.9821
Training: 1259476it [1:49:25,  7.30it/s]   FCA: α_attn_eff=1.6400 α_ffn_eff=2.7367 φ_l=0.0368 scale=0.9878
Training: 1259477it [1:49:26,  7.39it/s]   FCA: α_attn_eff=1.6431 α_ffn_eff=2.7420 φ_l=0.0368 scale=0.9897
Training: 1259478it [1:49:26,  7.45it/s]   FCA: α_attn_eff=1.6540 α_ffn_eff=2.7602 φ_l=0.0368 scale=0.9962
Training: 1259479it [1:49:26,  7.47it/s]   FCA: α_attn_eff=1.6462 α_ffn_eff=2.7472 φ_l=0.0368 scale=0.9915
Training: 1259480it [1:49:26,  6.41it/s]   FCA: α_attn_eff=1.6447 α_ffn_eff=2.7445 φ_l=0.0368 scale=0.9906
Training: 1259481it [1:49:26,  6.88it/s]   FCA: α_attn_eff=1.6478 α_ffn_eff=2.7497 φ_l=0.0368 scale=0.9925
Training: 1259482it [1:49:26,  7.05it/s]   FCA: α_attn_eff=1.6322 α_ffn_eff=2.7237 φ_l=0.0368 scale=0.9831
Training: 1259483it [1:49:26,  7.22it/s]   FCA: α_attn_eff=1.6384 α_ffn_eff=2.7341 φ_l=0.0368 scale=0.9868
Training: 1259484it [1:49:27,  7.34it/s]   FCA: α_attn_eff=1.6556 α_ffn_eff=2.7628 φ_l=0.0368 scale=0.9972
Training: 1259485it [1:49:27,  7.39it/s]   FCA: α_attn_eff=1.6462 α_ffn_eff=2.7471 φ_l=0.0368 scale=0.9915
Training: 1259486it [1:49:27,  7.48it/s]   FCA: α_attn_eff=1.6478 α_ffn_eff=2.7497 φ_l=0.0368 scale=0.9925
Training: 1259487it [1:49:27,  7.48it/s]   FCA: α_attn_eff=1.6400 α_ffn_eff=2.7367 φ_l=0.0368 scale=0.9878
Training: 1259488it [1:49:27,  6.46it/s]   FCA: α_attn_eff=1.6431 α_ffn_eff=2.7419 φ_l=0.0368 scale=0.9897
Training: 1259489it [1:49:27,  6.91it/s]   FCA: α_attn_eff=1.6431 α_ffn_eff=2.7419 φ_l=0.0368 scale=0.9897
Training: 1259490it [1:49:27,  7.11it/s]   FCA: α_attn_eff=1.6431 α_ffn_eff=2.7419 φ_l=0.0368 scale=0.9897
Training: 1259491it [1:49:28,  7.24it/s]   FCA: α_attn_eff=1.6447 α_ffn_eff=2.7445 φ_l=0.0368 scale=0.9906
Training: 1259492it [1:49:28,  7.33it/s]   FCA: α_attn_eff=1.6431 α_ffn_eff=2.7419 φ_l=0.0368 scale=0.9897
Training: 1259493it [1:49:28,  7.37it/s]   FCA: α_attn_eff=1.6322 α_ffn_eff=2.7237 φ_l=0.0368 scale=0.9831
Training: 1259494it [1:49:28,  7.38it/s]   FCA: α_attn_eff=1.6416 α_ffn_eff=2.7393 φ_l=0.0368 scale=0.9887
Training: 1259495it [1:49:28,  7.45it/s]   FCA: α_attn_eff=1.6478 α_ffn_eff=2.7497 φ_l=0.0368 scale=0.9925
Training: 1259496it [1:49:28,  6.41it/s]   FCA: α_attn_eff=1.6557 α_ffn_eff=2.7627 φ_l=0.0368 scale=0.9972
Training: 1259497it [1:49:28,  6.86it/s]   FCA: α_attn_eff=1.6572 α_ffn_eff=2.7653 φ_l=0.0368 scale=0.9981
Training: 1259498it [1:49:29,  7.09it/s]   FCA: α_attn_eff=1.6401 α_ffn_eff=2.7367 φ_l=0.0368 scale=0.9878
Training: 1259499it [1:49:29,  7.19it/s]   FCA: α_attn_eff=1.6385 α_ffn_eff=2.7341 φ_l=0.0368 scale=0.9868
Training: 1259500it [1:49:29,  7.26it/s]   FCA: α_attn_eff=1.6338 α_ffn_eff=2.7262 φ_l=0.0368 scale=0.9840
Training: 1259501it [1:49:29,  7.30it/s]   FCA: α_attn_eff=1.6432 α_ffn_eff=2.7419 φ_l=0.0368 scale=0.9897
Training: 1259502it [1:49:29,  7.37it/s]   FCA: α_attn_eff=1.6463 α_ffn_eff=2.7471 φ_l=0.0368 scale=0.9915
Training: 1259503it [1:49:29,  7.45it/s]   FCA: α_attn_eff=1.6260 α_ffn_eff=2.7132 φ_l=0.0368 scale=0.9793
Training: 1259504it [1:49:29,  6.41it/s]   FCA: α_attn_eff=1.6276 α_ffn_eff=2.7158 φ_l=0.0368 scale=0.9802
Training: 1259505it [1:49:30,  6.86it/s]   FCA: α_attn_eff=1.6323 α_ffn_eff=2.7236 φ_l=0.0368 scale=0.9831
Training: 1259506it [1:49:30,  7.08it/s]   FCA: α_attn_eff=1.6213 α_ffn_eff=2.7054 φ_l=0.0368 scale=0.9765
Training: 1259507it [1:49:30,  7.23it/s]   FCA: α_attn_eff=1.6479 α_ffn_eff=2.7497 φ_l=0.0368 scale=0.9925
Training: 1259508it [1:49:30,  7.36it/s]   FCA: α_attn_eff=1.6417 α_ffn_eff=2.7393 φ_l=0.0368 scale=0.9887
Training: 1259509it [1:49:30,  7.43it/s]   FCA: α_attn_eff=1.6401 α_ffn_eff=2.7367 φ_l=0.0368 scale=0.9878
Training: 1259510it [1:49:30,  7.49it/s]   FCA: α_attn_eff=1.6432 α_ffn_eff=2.7419 φ_l=0.0368 scale=0.9897
Training: 1259511it [1:49:30,  7.55it/s]   FCA: α_attn_eff=1.6089 α_ffn_eff=2.6845 φ_l=0.0368 scale=0.9690
Training: 1259512it [1:49:31,  6.47it/s]   FCA: α_attn_eff=1.6386 α_ffn_eff=2.7341 φ_l=0.0368 scale=0.9868
Training: 1259513it [1:49:31,  6.84it/s]   FCA: α_attn_eff=1.6370 α_ffn_eff=2.7315 φ_l=0.0368 scale=0.9859
Training: 1259514it [1:49:31,  7.03it/s]   FCA: α_attn_eff=1.6417 α_ffn_eff=2.7393 φ_l=0.0368 scale=0.9887
Training: 1259515it [1:49:31,  7.17it/s]   FCA: α_attn_eff=1.6480 α_ffn_eff=2.7498 φ_l=0.0368 scale=0.9925
Training: 1259516it [1:49:31,  7.30it/s]   FCA: α_attn_eff=1.6480 α_ffn_eff=2.7498 φ_l=0.0368 scale=0.9925
Training: 1259517it [1:49:31,  7.40it/s]   FCA: α_attn_eff=1.6261 α_ffn_eff=2.7133 φ_l=0.0368 scale=0.9793
Training: 1259518it [1:49:31,  7.43it/s]   FCA: α_attn_eff=1.6417 α_ffn_eff=2.7393 φ_l=0.0368 scale=0.9887
Training: 1259519it [1:49:31,  7.45it/s]   FCA: α_attn_eff=1.6370 α_ffn_eff=2.7315 φ_l=0.0368 scale=0.9859
Training: 1259520it [1:49:32,  6.42it/s]   FCA: α_attn_eff=1.6402 α_ffn_eff=2.7368 φ_l=0.0368 scale=0.9878
Training: 1259521it [1:49:32,  6.83it/s]   FCA: α_attn_eff=1.6340 α_ffn_eff=2.7263 φ_l=0.0368 scale=0.9840
Training: 1259522it [1:49:32,  7.04it/s]   FCA: α_attn_eff=1.6418 α_ffn_eff=2.7394 φ_l=0.0368 scale=0.9887
Training: 1259523it [1:49:32,  7.17it/s]   FCA: α_attn_eff=1.6449 α_ffn_eff=2.7446 φ_l=0.0368 scale=0.9906
Training: 1259524it [1:49:32,  7.23it/s]   FCA: α_attn_eff=1.6262 α_ffn_eff=2.7133 φ_l=0.0368 scale=0.9793
Training: 1259525it [1:49:32,  7.35it/s]   FCA: α_attn_eff=1.6418 α_ffn_eff=2.7394 φ_l=0.0368 scale=0.9887
Training: 1259526it [1:49:32,  7.40it/s]   FCA: α_attn_eff=1.6449 α_ffn_eff=2.7446 φ_l=0.0368 scale=0.9906
Training: 1259527it [1:49:33,  7.42it/s]   FCA: α_attn_eff=1.6543 α_ffn_eff=2.7602 φ_l=0.0368 scale=0.9962
Training: 1259528it [1:49:33,  6.40it/s]   FCA: α_attn_eff=1.6278 α_ffn_eff=2.7160 φ_l=0.0368 scale=0.9802
Training: 1259529it [1:49:33,  6.80it/s]   FCA: α_attn_eff=1.6387 α_ffn_eff=2.7342 φ_l=0.0368 scale=0.9868
Training: 1259530it [1:49:33,  7.00it/s]   FCA: α_attn_eff=1.6497 α_ffn_eff=2.7525 φ_l=0.0368 scale=0.9934
Training: 1259531it [1:49:33,  7.12it/s]   FCA: α_attn_eff=1.6418 α_ffn_eff=2.7394 φ_l=0.0368 scale=0.9887
Training: 1259532it [1:49:33,  7.28it/s]   FCA: α_attn_eff=1.6387 α_ffn_eff=2.7342 φ_l=0.0368 scale=0.9868
Training: 1259533it [1:49:33,  7.34it/s]   FCA: α_attn_eff=1.6465 α_ffn_eff=2.7473 φ_l=0.0368 scale=0.9915
Training: 1259534it [1:49:34,  7.44it/s]   FCA: α_attn_eff=1.6403 α_ffn_eff=2.7368 φ_l=0.0368 scale=0.9878
Training: 1259535it [1:49:34,  7.50it/s]   FCA: α_attn_eff=1.6528 α_ffn_eff=2.7577 φ_l=0.0368 scale=0.9953
Training: 1259536it [1:49:34,  6.46it/s]   FCA: α_attn_eff=1.6497 α_ffn_eff=2.7525 φ_l=0.0368 scale=0.9934
Training: 1259537it [1:49:34,  6.90it/s]   FCA: α_attn_eff=1.6310 α_ffn_eff=2.7213 φ_l=0.0368 scale=0.9821
Training: 1259538it [1:49:34,  7.07it/s]   FCA: α_attn_eff=1.6559 α_ffn_eff=2.7630 φ_l=0.0368 scale=0.9972
Training: 1259539it [1:49:34,  7.22it/s]   FCA: α_attn_eff=1.6434 α_ffn_eff=2.7421 φ_l=0.0368 scale=0.9897
Training: 1259540it [1:49:34,  7.34it/s]   FCA: α_attn_eff=1.6481 α_ffn_eff=2.7499 φ_l=0.0368 scale=0.9925
Training: 1259541it [1:49:35,  7.44it/s]   FCA: α_attn_eff=1.6372 α_ffn_eff=2.7317 φ_l=0.0368 scale=0.9859
Training: 1259542it [1:49:35,  7.46it/s]   FCA: α_attn_eff=1.6325 α_ffn_eff=2.7239 φ_l=0.0368 scale=0.9831
Training: 1259543it [1:49:35,  7.50it/s]   FCA: α_attn_eff=1.6419 α_ffn_eff=2.7395 φ_l=0.0368 scale=0.9887
Training: 1259544it [1:49:35,  6.47it/s]   FCA: α_attn_eff=1.6294 α_ffn_eff=2.7187 φ_l=0.0368 scale=0.9812
Training: 1259545it [1:49:35,  6.92it/s]   FCA: α_attn_eff=1.6247 α_ffn_eff=2.7109 φ_l=0.0368 scale=0.9784
Training: 1259546it [1:49:35,  7.07it/s]   FCA: α_attn_eff=1.6497 α_ffn_eff=2.7526 φ_l=0.0368 scale=0.9934
